,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
706,Hyundai,Grand,i10 1.2 CRDi Magna,Jaipur,Diesel,Manual,First,2018,27000,73.97,5.0,6.300754716981129
707,Skoda,Rapid,1.5 TDI Ambition,Pune,Diesel,Manual,First,2015,82799,103.52,5.0,6.103207547169812
708,Maruti,Ignis,1.2 Alpha,Pune,Petrol,Manual,First,2017,8000,81.8,5.0,5.82933962264151
709,Toyota,Fortuner,4x2 AT,Mumbai,Diesel,Automatic,Second,2014,46000,168.5,7.0,20.540534591194973
710,Hyundai,Verna,1.6 CRDI,Pune,Diesel,Manual,First,2012,98000,126.3,5.0,5.72132075471698
711,Hyundai,EON,Era Plus,Coimbatore,Petrol,Manual,First,2016,47924,55.2,5.0,3.6357547169811304
712,Ford,Ecosport,1.5 Ti VCT AT Titanium,Chennai,Petrol,Automatic,First,2013,39000,110.0,5.0,7.9096226415094355
713,Hyundai,Grand,i10 Asta Option,Coimbatore,Petrol,Manual,First,2017,33601,82.0,5.0,6.388679245283022
714,Hyundai,Creta,1.6 SX Automatic Diesel,Pune,Diesel,Automatic,First,2015,85000,126.2,5.0,10.351981132075473
715,Toyota,Corolla,Altis G,Pune,Petrol,Manual,First,2012,54000,138.1,5.0,6.020566037735849
716,Maruti,Vitara,Brezza ZDi,Pune,Diesel,Manual,First,2017,35000,88.5,5.0,8.622594339622642
717,Volkswagen,CrossPolo,1.2 TDI,Hyderabad,Diesel,Manual,Second,2013,80020,74.0,5.0,4.850943396226415
718,Ford,Ikon,1.4 ZXi,Chennai,Petrol,Manual,Second,2005,87500,68.0,5.0,1.0706603773584904
719,Honda,Mobilio,V i VTEC,Mumbai,Petrol,Manual,First,2015,59500,117.3,7.0,6.761226415094344
720,Honda,Mobilio,S i DTEC,Hyderabad,Diesel,Manual,First,2015,76000,98.6,7.0,6.321698113207546
721,Porsche,Cayenne,Diesel,Bangalore,Diesel,Automatic,Second,2014,43000,240.0,5.0,36.06660377358491
722,Honda,Amaze,E i-Vtech,Kochi,Petrol,Manual,First,2015,41850,86.7,5.0,4.761509433962261
723,Audi,A3,35 TDI Premium Plus,Hyderabad,Diesel,Automatic,First,2015,52300,143.0,5.0,19.42858490566038
724,Mahindra,XUV500,W6 2WD,Pune,Diesel,Manual,First,2013,31924,140.0,7.0,9.085188679245283
725,Hyundai,Verna,Transform SX VGT CRDi BS III,Coimbatore,Diesel,Manual,First,2014,77914,110.0,5.0,7.051509433962264
726,Ford,Ecosport,1.5 DV5 MT Trend,Pune,Diesel,Manual,First,2013,70000,89.84,5.0,5.836415094339626
727,Maruti,Alto,LXi,Chennai,Petrol,Manual,Second,2010,94385,46.3,5.0,1.5710377358490557
728,Renault,Pulse,RxZ,Jaipur,Diesel,Manual,Second,2012,57000,63.12,5.0,2.9644339622641507
729,Hyundai,EON,1.0 Kappa Magna Plus,Coimbatore,Petrol,Manual,First,2016,27039,68.05,5.0,4.149528301886791
730,Honda,Amaze,SX i-VTEC,Delhi,Petrol,Manual,First,2015,11000,86.7,5.0,4.7552830188679245
731,Volkswagen,Vento,1.5 TDI Highline Plus AT,Jaipur,Diesel,Automatic,First,2016,57669,108.5,5.0,9.29933962264151
732,Toyota,Fortuner,3.0 Diesel,Pune,Diesel,Manual,First,2011,124000,171.0,7.0,8.0788679245283
733,Maruti,SX4,S Cross DDiS 200 Zeta,Mumbai,Diesel,Manual,First,2017,29500,88.5,5.0,8.826713836477989
734,Maruti,800,DX,Jaipur,Petrol,Manual,First,2000,75000,37.0,4.0,0.6678301886792449
735,Maruti,Celerio,VXI AT,Coimbatore,Petrol,Automatic,First,2015,54186,67.04,5.0,4.269999999999998
736,Honda,Brio,E MT,Mumbai,Petrol,Manual,First,2015,36990,86.8,5.0,4.3860377358490545
737,Maruti,Swift,Dzire Vdi BSIV,Hyderabad,Diesel,Manual,First,2016,90000,73.9,5.0,4.517830188679246
738,Toyota,Innova,Crysta 2.8 GX AT 8S,Mumbai,Diesel,Automatic,First,2018,23000,171.5,8.0,30.625283018867936
739,Maruti,Ertiga,VXI Petrol,Delhi,Petrol,Manual,Second,2016,23582,103.0,7.0,8.353773584905662
740,Maruti,A-Star,Vxi,Jaipur,Petrol,Manual,Second,2009,87000,66.1,5.0,1.8390566037735856
741,Fiat,Avventura,Urban Cross 1.3 Multijet Emotion,Kolkata,Diesel,Manual,First,2019,1000,91.72,5.0,8.605471698113206
742,Maruti,Swift,VDI,Kochi,Diesel,Manual,First,2015,58634,74.0,5.0,5.471886792452831
743,Nissan,Sunny,Diesel XV,Kochi,Diesel,Manual,Second,2013,41377,84.8,5.0,4.352264150943396
744,Hyundai,EON,Magna Plus,Jaipur,Petrol,Manual,First,2015,43000,55.2,5.0,2.708490566037736
745,Honda,Amaze,S i-Vtech,Kochi,Petrol,Manual,First,2015,77372,86.7,5.0,4.500943396226413
746,Ford,Fiesta,1.4 Duratec EXI Limited Edition,Chennai,Petrol,Manual,Second,2006,49000,68.0,5.0,1.4003773584905657
747,Honda,City,i VTEC CVT VX,Delhi,Petrol,Automatic,First,2015,48000,117.3,5.0,8.8121320754717
748,Honda,Brio,S MT,Hyderabad,Petrol,Manual,First,2012,30000,86.8,5.0,3.559056603773585
749,Maruti,Wagon,R VXI BS IV,Kolkata,Petrol,Manual,First,2012,47000,67.1,5.0,2.3713207547169803
750,Hyundai,Elantra,CRDi SX AT,Jaipur,Diesel,Automatic,First,2016,76681,126.2,5.0,10.167924528301887
751,Honda,Accord,2.4 Elegance A/T,Mumbai,Petrol,Automatic,First,2010,106565,180.0,5.0,5.758584905660377
752,Maruti,Wagon,R VXI AMT,Coimbatore,Petrol,Automatic,First,2011,37492,67.0,5.0,3.1571698113207534
753,Chevrolet,Cruze,LTZ,Coimbatore,Diesel,Manual,Second,2014,72843,163.7,5.0,10.61169811320755
754,Hyundai,i20,1.2 Era,Kochi,Petrol,Manual,First,2013,55653,80.0,5.0,4.227735849056603
755,Tata,Nano,Cx BSIV,Ahmedabad,Petrol,Manual,First,2013,35000,37.48,4.0,1.8381132075471691
756,Ford,Ecosport,1.5 Ti VCT MT Trend,Delhi,Petrol,Manual,First,2014,44000,110.0,5.0,6.363915094339631
757,Tata,Indica,Vista TDI LS,Pune,Diesel,Manual,First,2012,43200,70.0,5.0,2.8832075471698113
758,Skoda,Octavia,Classic 1.9 TDI MT,Jaipur,Diesel,Manual,First,2005,117000,66.0,5.0,1.4138679245283006
759,Mitsubishi,Pajero,Sport 4X2 AT,Coimbatore,Diesel,Automatic,First,2016,63961,175.56,7.0,23.21245283018867
760,Mini,Cooper,3 DOOR D,Mumbai,Diesel,Automatic,First,2015,20000,113.98,4.0,21.407547169811323
761,Hyundai,Xcent,1.2 Kappa S Option,Pune,Petrol,Manual,First,2016,34000,81.86,5.0,5.162547169811319
762,Hyundai,i20,Magna 1.2,Kolkata,Petrol,Manual,First,2015,35000,81.83,5.0,4.220377358490566
763,Hyundai,i20,Sportz 1.2,Mumbai,Petrol,Manual,First,2013,43000,82.85,5.0,4.057358490566037
764,Hyundai,i10,Magna,Hyderabad,Petrol,Manual,First,2008,63193,78.9,5.0,2.4454402515723284
765,Toyota,Innova,2.5 G4 Diesel 8-seater,Bangalore,Diesel,Manual,First,2008,110000,102.0,8.0,4.969811320754715
766,Maruti,SX4,Vxi BSIV,Kochi,Petrol,Manual,First,2011,44547,103.2,5.0,3.132452830188679
767,Honda,City,1.5 E MT,Ahmedabad,Petrol,Manual,First,2011,65000,118.0,5.0,4.025377358490566
768,Maruti,Ritz,LXi,Mumbai,Petrol,Manual,Second,2012,79000,85.8,5.0,3.275
769,Maruti,Alto,K10 LXI CNG Optional,Delhi,CNG,Manual,First,2017,33000,58.2,4.0,3.767452830188678
770,Hyundai,i20,2015-2017 Sportz AT 1.4,Pune,Petrol,Automatic,First,2014,108000,98.6,5.0,5.540849056603774
771,Toyota,Innova,Crysta 2.4 G MT 8S,Kochi,Diesel,Manual,First,2018,21302,147.8,8.0,21.057830188679254
772,Maruti,Swift,VDI Optional,Pune,Diesel,Manual,First,2014,82000,74.0,5.0,4.962169811320755
773,Toyota,Innova,2.5 GX (Diesel) 8 Seater,Chennai,Diesel,Manual,Second,2014,173000,100.6,8.0,9.841981132075476
774,Mahindra,Quanto,C2,Jaipur,Diesel,Manual,First,2013,72000,100.0,7.0,6.482264150943393
775,Mahindra,XUV500,W8 4WD,Bangalore,Diesel,Manual,First,2014,50299,140.0,7.0,10.343962264150944
776,Audi,A6,2011-2015 2.0 TDI Premium Plus,Kolkata,Diesel,Automatic,First,2014,60000,174.33,5.0,19.80198113207546
777,Toyota,Fortuner,3.0 Diesel,Kolkata,Diesel,Manual,First,2011,112999,171.0,7.0,8.143773584905658
778,Toyota,Innova,2.5 G4 Diesel 7-seater,Pune,Diesel,Manual,First,2010,183000,102.0,7.0,6.17066037735849
779,Jaguar,XF,2.2 Litre Luxury,Coimbatore,Diesel,Automatic,First,2016,58840,187.7,5.0,28.941603773584912
780,Hyundai,Verna,1.6 EX VTVT,Kolkata,Petrol,Manual,First,2014,58000,121.3,5.0,5.608962264150945
781,Hyundai,i20,1.4 CRDi Magna,Jaipur,Diesel,Manual,First,2011,78000,90.0,5.0,3.6915094339622647
782,Skoda,Octavia,2.0 TDI MT Style,Ahmedabad,Diesel,Manual,First,2018,34000,141.0,5.0,17.993113207547175
783,Hyundai,i10,Sportz 1.2,Hyderabad,Petrol,Manual,First,2012,54982,78.9,5.0,3.801792452830187
784,Maruti,Alto,LXi,Jaipur,Petrol,Manual,Second,2008,65000,46.3,5.0,1.1422641509433955
785,Renault,KWID,RXL,Kochi,Petrol,Manual,First,2018,16292,53.3,5.0,3.7000000000000006
786,Hyundai,Grand,i10 Sportz,Mumbai,Petrol,Manual,First,2015,11206,82.0,5.0,4.867641509433962
787,Hyundai,Grand,i10 AT Asta,Pune,Petrol,Automatic,First,2015,32100,82.0,5.0,4.963962264150943
788,Maruti,Wagon,R LXI,Delhi,Petrol,Manual,Second,2018,22296,67.04,5.0,4.152358490566039
789,Hyundai,i20,Magna 1.4 CRDi,Kolkata,Diesel,Manual,First,2015,36113,88.73,5.0,4.901981132075471
790,Volvo,S80,D5,Delhi,Diesel,Automatic,Second,2011,87000,215.0,5.0,9.443867924528298
791,Renault,Duster,85PS Diesel RxZ,Jaipur,Diesel,Manual,First,2018,1001,83.8,5.0,7.463962264150945
792,Honda,City,i VTEC CVT VX,Hyderabad,Petrol,Automatic,First,2015,39822,117.3,5.0,9.18401886792453
793,Maruti,Swift,VXI BSIII,Hyderabad,Petrol,Manual,First,2008,81814,88.2,5.0,2.6664150943396248
794,Hyundai,Creta,1.6 SX Plus Diesel,Chennai,Diesel,Manual,First,2016,62000,126.2,5.0,10.921320754716982
795,Maruti,Swift,Dzire VDI,Pune,Diesel,Manual,Second,2017,71000,74.0,5.0,4.790283018867926
796,Honda,Jazz,1.2 V CVT i VTEC,Coimbatore,Petrol,Automatic,First,2019,10452,88.7,5.0,8.725471698113198
797,Tata,Tiago,1.2 Revotron XT Option,Kolkata,Petrol,Manual,First,2018,1520,84.0,5.0,5.807452830188681
798,Honda,Brio,S MT,Chennai,Petrol,Manual,Second,2013,35315,86.8,5.0,3.629339622641507
799,Maruti,Swift,VDI BSIV,Hyderabad,Diesel,Manual,First,2014,91722,74.0,5.0,5.391415094339625
800,Hyundai,i20,1.2 Sportz Option,Pune,Petrol,Manual,First,2011,35976,80.0,5.0,3.0257547169811323
801,Renault,KWID,RXL,Delhi,Petrol,Manual,First,2016,22000,53.3,5.0,2.803160377358492
802,Audi,A6,35 TDI Matrix,Hyderabad,Diesel,Automatic,First,2011,71000,187.74,5.0,8.934716981132077
803,Hyundai,Grand,i10 Asta Option,Pune,Petrol,Manual,First,2014,25000,82.0,5.0,4.64066037735849
804,Maruti,Alto,LXI,Hyderabad,Petrol,Manual,First,2010,54486,46.3,5.0,1.964433962264151
805,Jaguar,XF,2.0 Petrol Portfolio,Kolkata,Petrol,Automatic,First,2017,18366,246.74,5.0,57.459811320754724
806,Tata,Manza,Aqua Safire,Kolkata,Petrol,Manual,First,2010,16000,90.0,5.0,2.7920754716981135
807,Tata,Nano,XTA,Coimbatore,Petrol,Automatic,First,2017,31176,37.48,4.0,3.395943396226419
808,BMW,X1,sDrive20d,Jaipur,Diesel,Automatic,Second,2012,88375,184.0,5.0,18.915660377358495
809,Maruti,Wagon,R AMT VXI,Jaipur,Petrol,Automatic,First,2017,34500,67.0,5.0,4.316320754716983
810,Toyota,Fortuner,4x4 MT,Hyderabad,Diesel,Manual,First,2012,80000,168.5,7.0,14.029622641509436
811,Volkswagen,Polo,Diesel Trendline 1.2L,Delhi,Diesel,Manual,First,2013,46000,73.9,5.0,3.8370754716981135
812,Honda,Civic,2010-2013 1.8 V AT,Mumbai,Petrol,Automatic,Third,2009,70000,130.2,5.0,2.9795283018867944
813,BMW,7,Series 2007-2012 730Ld,Hyderabad,Diesel,Automatic,First,2009,51000,258.0,5.0,19.60254716981131
814,Mahindra,XUV500,AT W10 FWD,Delhi,Diesel,Automatic,First,2017,25000,140.0,7.0,19.12245283018868
815,Hyundai,Elantra,SX AT,Coimbatore,Petrol,Automatic,First,2017,25132,147.4,5.0,20.4211320754717
816,Toyota,Corolla,Altis G,Delhi,Petrol,Manual,First,2011,70000,138.1,5.0,4.819433962264152
817,Maruti,Alto,800 2016-2019 LXI,Kochi,Petrol,Manual,First,2015,48913,47.3,5.0,3.035566037735848
818,Honda,City,i-DTEC SV,Hyderabad,Diesel,Manual,First,2014,63000,98.6,5.0,6.501698113207546
819,Maruti,Alto,LXi,Jaipur,Petrol,Manual,First,2011,90000,46.3,5.0,1.8546226415094336
820,Honda,Brio,S MT,Chennai,Petrol,Manual,First,2013,55000,86.8,5.0,3.6467924528301876
821,Volkswagen,Polo,Petrol Comfortline 1.2L,Mumbai,Petrol,Manual,First,2013,51000,73.9,5.0,3.5782075471698103
822,Maruti,Ritz,ZXi,Pune,Petrol,Manual,Second,2012,35844,85.8,5.0,3.343490566037735
823,Nissan,370Z,AT,Kolkata,Petrol,Automatic,First,2012,14850,328.5,2.0,45.92084905660378
824,Audi,A6,2011-2015 2.0 TDI,Hyderabad,Diesel,Automatic,First,2014,98000,174.33,5.0,21.123867924528295
825,Hyundai,i20,Asta 1.2,Mumbai,Petrol,Manual,First,2015,17000,81.83,5.0,4.855471698113208
826,Hyundai,Verna,1.6 CRDI,Mumbai,Diesel,Manual,First,2013,42670,126.3,5.0,5.691698113207551
827,BMW,6,Series Gran Coupe,Kochi,Diesel,Automatic,First,2014,33128,313.0,4.0,43.31471698113207
828,Maruti,Alto,K10 VXI,Chennai,Petrol,Manual,Second,2018,7300,67.1,5.0,3.862169811320756
829,Hyundai,i20,1.4 Sportz,Kolkata,Diesel,Manual,First,2016,53416,88.73,5.0,6.187169811320759
830,Toyota,Etios,G,Chennai,Petrol,Manual,Second,2011,47000,88.73,5.0,3.182358490566039
831,Hyundai,Sonata,Embera 2.0L CRDi MT,Ahmedabad,Diesel,Manual,Second,2008,72002,142.0,5.0,5.092641509433959
832,Skoda,Rapid,1.5 TDI AT Ambition,Pune,Diesel,Automatic,First,2016,47000,108.4,5.0,9.615754716981131
833,Audi,A6,2011-2015 35 TDI Technology,Coimbatore,Diesel,Automatic,First,2016,47634,174.33,5.0,24.974544025157233
834,Volkswagen,Polo,1.2 MPI Highline,Ahmedabad,Petrol,Manual,First,2015,62000,74.0,5.0,4.848113207547168
835,Ford,Classic,1.4 Duratorq CLXI,Chennai,Diesel,Manual,Second,2013,65000,67.0,5.0,3.557075471698113
836,Renault,Koleos,4X2 MT,Hyderabad,Diesel,Manual,First,2014,92448,147.9,5.0,9.16047169811321
837,Ford,Ecosport,1.5 DV5 MT Ambiente,Chennai,Diesel,Manual,First,2014,68000,89.84,5.0,5.7898113207547155
838,Land,Rover,Freelander 2 TD4 SE,Mumbai,Diesel,Automatic,First,2011,87000,115.0,5.0,6.325283018867924
839,Honda,Amaze,E i-DTEC,Pune,Diesel,Manual,First,2016,108000,98.6,5.0,5.350188679245286
840,Volvo,V40,Cross Country D3,Chennai,Diesel,Automatic,First,2015,60000,150.0,5.0,17.466037735849063
841,Hyundai,i10,Magna,Chennai,Petrol,Manual,First,2011,82000,78.9,5.0,3.463867924528302
842,Ford,Figo,1.2P Titanium MT,Jaipur,Petrol,Manual,First,2016,26189,86.8,5.0,4.77056603773585
843,Maruti,Ciaz,VDi Option SHVS,Jaipur,Diesel,Manual,First,2016,26300,88.5,5.0,7.8937735849056585
844,Toyota,Fortuner,4x2 AT TRD Sportivo,Mumbai,Diesel,Automatic,First,2016,35000,168.7,7.0,23.958113207547168
845,Tata,Indica,Vista Terra Quadrajet 1.3L BS IV,Pune,Diesel,Manual,First,2010,67000,75.0,5.0,2.5947169811320747
846,Hyundai,EON,Magna,Jaipur,Petrol,Manual,First,2012,42285,55.0,5.0,2.218679245283019
847,Mahindra,KUV,100 mFALCON G80 K6 Plus,Kolkata,Petrol,Manual,First,2017,7000,82.0,6.0,5.2708490566037725
848,Hyundai,i20,1.2 Spotz,Pune,Petrol,Manual,First,2016,42000,81.83,5.0,5.1177358490566025
849,Hyundai,Santro,Xing GLS,Kochi,Petrol,Manual,First,2015,56967,62.1,5.0,3.746698113207549
850,Mercedes-Benz,GLA,Class 220 d 4MATIC,Coimbatore,Diesel,Automatic,First,2019,29566,170.0,5.0,40.83924528301884
851,Maruti,Wagon,R Stingray LXI,Kochi,Petrol,Manual,First,2015,41836,67.04,5.0,3.829528301886791
852,Mahindra,Bolero,Power Plus ZLX,Coimbatore,Diesel,Manual,First,2018,19764,70.0,7.0,6.84811320754717
853,Tata,Indica,Vista Aura 1.3 Quadrajet,Kolkata,Diesel,Manual,First,2009,134000,75.0,5.0,2.0159433962264144
854,Hyundai,Elite,i20 Petrol Sportz,Delhi,Petrol,Manual,First,2018,8321,81.86,5.0,7.164056603773586
855,Tata,Indica,Vista TDI LS,Pune,Diesel,Manual,First,2015,174000,70.0,5.0,3.7266037735849062
856,Toyota,Qualis,FS B3,Pune,Diesel,Manual,Second,2002,119613,75.0,10.0,2.927264150943395
857,Maruti,Swift,Dzire LXI,Chennai,Petrol,Manual,First,2017,21000,83.14,5.0,5.929245283018867
858,Volkswagen,Vento,1.5 TDI Highline,Mumbai,Diesel,Manual,First,2015,55600,103.2,5.0,5.5928301886792475
859,Fiat,Linea,Classic 1.3 Multijet,Kolkata,Diesel,Manual,First,2014,61000,75.0,5.0,3.265471698113207
860,Honda,Brio,S MT,Pune,Petrol,Manual,Second,2013,38428,86.8,5.0,3.572641509433961
862,Hyundai,i20,1.2 Asta,Mumbai,Petrol,Manual,First,2012,18000,80.0,5.0,3.835000000000001
863,Ford,Endeavour,2.2 Titanium AT 4X2,Chennai,Diesel,Automatic,First,2019,7000,158.0,7.0,31.009811320754743
864,Hyundai,i20,1.2 Asta,Kochi,Petrol,Manual,First,2016,24779,81.83,5.0,5.498490566037735
865,Maruti,Wagon,R VXI 1.2,Kochi,Petrol,Manual,First,2019,17431,81.8,5.0,6.3483018867924494
866,Mahindra,Scorpio,VLS 2.2 mHawk,Chennai,Diesel,Manual,First,2008,88000,120.0,8.0,3.9762264150943416
867,Maruti,Wagon,R LXI,Kochi,Petrol,Manual,First,2015,29347,67.04,5.0,3.611415094339621
868,Maruti,Ciaz,VDi,Ahmedabad,Diesel,Manual,First,2015,24000,88.5,5.0,6.469811320754714
869,Audi,A4,35 TDI Premium Plus,Coimbatore,Diesel,Automatic,First,2016,60249,187.74,5.0,29.688113207547172
870,Maruti,Ciaz,1.4 Zeta,Mumbai,Petrol,Manual,First,2017,15000,91.1,5.0,8.375188679245284
871,Ford,Freestyle,Titanium Plus Diesel,Kolkata,Diesel,Manual,First,2018,3013,98.63,5.0,7.7834905660377345
873,Mahindra,XUV500,W8 4WD,Hyderabad,Diesel,Manual,First,2013,83503,140.0,7.0,9.541698113207547
874,Chevrolet,Cruze,LTZ,Mumbai,Diesel,Manual,Second,2011,69000,147.9,5.0,6.576202830188678
875,Hyundai,EON,D Lite Plus Option,Kolkata,Petrol,Manual,First,2018,54000,55.2,5.0,3.1653773584905656
876,Maruti,Ritz,VDi,Bangalore,Diesel,Manual,First,2013,49000,73.94,5.0,4.050660377358491
878,Maruti,Wagon,R VXI,Chennai,Petrol,Manual,Second,2010,36000,67.04,5.0,2.2071698113207545
879,Ford,EcoSport,1.5 Ti VCT MT Titanium,Coimbatore,Petrol,Manual,First,2018,12899,110.4,5.0,10.749339622641513
880,Renault,Duster,110PS Diesel RxZ AMT,Bangalore,Diesel,Automatic,First,2016,56839,108.45,5.0,14.988773584905658
881,Maruti,Swift,VVT ZXI,Pune,Petrol,Manual,First,2012,46972,81.8,5.0,3.609905660377357
882,Mahindra,Xylo,D4,Coimbatore,Diesel,Manual,First,2015,96012,93.7,7.0,6.4788679245283
884,Honda,CR-V,2.4 AT,Ahmedabad,Petrol,Automatic,Third,2010,90000,152.0,5.0,5.440849056603774
885,Fiat,Punto,EVO 1.3 Emotion,Kochi,Diesel,Manual,First,2016,32835,91.7,5.0,6.2358490566037785
886,Hyundai,Creta,1.6 CRDi AT SX Plus,Kochi,Diesel,Automatic,First,2017,60739,126.2,5.0,10.999716981132073
887,Fiat,Abarth,595 Competizione,Mumbai,Petrol,Automatic,First,2017,19476,160.0,4.0,20.616981132075473
888,Ford,Ecosport,1.0 Ecoboost Platinum Edition,Mumbai,Petrol,Manual,First,2017,15000,123.24,5.0,10.434056603773591
889,Jaguar,XF,3.0 Litre S Premium Luxury,Hyderabad,Diesel,Automatic,First,2011,53000,270.9,5.0,23.01377358490566
890,Hyundai,Grand,i10 Sportz,Chennai,Petrol,Manual,Second,2016,20000,82.0,5.0,5.195754716981132
891,Mercedes-Benz,M-Class,ML 320 CDI,Hyderabad,Diesel,Automatic,First,2008,67000,224.34,5.0,11.824905660377361
892,Toyota,Innova,2.5 V Diesel 7-seater,Bangalore,Diesel,Manual,Second,2009,140000,102.0,7.0,6.209245283018869
893,Honda,Accord,2.4 AT,Delhi,Petrol,Automatic,Second,2011,25000,177.6,5.0,7.821981132075469
894,Maruti,Wagon,R LXI,Jaipur,Petrol,Manual,Second,2007,69000,67.1,5.0,1.5483018867924536
895,Hyundai,i20,1.4 CRDi Magna,Hyderabad,Diesel,Manual,First,2013,65461,90.0,5.0,5.5613207547169825
896,Maruti,Swift,VXI,Kolkata,Petrol,Manual,First,2014,33000,85.8,5.0,3.7677358490566015
897,Honda,City,1.5 E MT,Ahmedabad,Petrol,Manual,First,2011,52000,118.0,5.0,3.948962264150944
898,Volkswagen,Polo,1.2 MPI Comfortline,Kochi,Petrol,Manual,First,2015,29215,74.0,5.0,5.094622641509433
899,Hyundai,Accent,Executive LPG,Jaipur,LPG,Manual,Second,2010,40000,93.7,5.0,2.2643396226415096
900,ISUZU,D-MAX,V-Cross 4X4,Jaipur,Diesel,Manual,First,2017,290000,134.0,5.0,17.76433962264151
901,Honda,BR-V,i-VTEC VX MT,Coimbatore,Petrol,Manual,First,2017,14519,117.3,7.0,10.639811320754722
902,Maruti,Swift,Dzire Tour LDI,Jaipur,Diesel,Manual,First,2012,350000,74.0,5.0,3.6162264150943377
903,Honda,Mobilio,V i DTEC,Kolkata,Diesel,Manual,First,2014,39000,98.6,7.0,5.631132075471698
904,Maruti,Ertiga,VXI,Coimbatore,Petrol,Manual,First,2016,40130,93.7,7.0,6.6611320754716985
905,Mitsubishi,Pajero,Sport 4X2 AT,Bangalore,Diesel,Automatic,First,2015,58000,175.56,7.0,23.197264150943393
906,Mercedes-Benz,B,Class 2012-2015 B200 Sport CDI,Bangalore,Diesel,Automatic,First,2013,43000,107.3,5.0,14.23078616352202
907,Maruti,Eeco,5 STR With AC Plus HTR CNG,Mumbai,CNG,Manual,First,2017,15500,73.0,5.0,5.002264150943394
908,Volkswagen,Vento,1.6 Trendline,Mumbai,Petrol,Manual,First,2011,34948,103.5,5.0,3.1553773584905653
909,Maruti,Versa,DX2,Bangalore,Petrol,Manual,Third,2006,98245,83.1,8.0,3.0307547169811326
910,Honda,City,i DTEC SV,Delhi,Diesel,Manual,First,2014,36390,98.6,5.0,5.838113207547171
911,Maruti,Swift,Dzire 1.2 Lxi BSIV,Mumbai,Petrol,Manual,First,2010,122000,85.8,5.0,2.9021069182389962
912,Volkswagen,Vento,Diesel Trendline,Ahmedabad,Diesel,Manual,First,2013,79003,103.6,5.0,4.826226415094338
913,Skoda,Laura,1.9 TDI AT Ambiente,Kochi,Diesel,Automatic,Second,2013,78830,105.0,5.0,7.048584905660377
914,Honda,Brio,V MT,Mumbai,Petrol,Manual,First,2011,53000,86.8,5.0,2.7261320754716984
915,Maruti,A-Star,Vxi,Chennai,Petrol,Manual,Second,2009,53000,66.1,5.0,2.010377358490566
916,Maruti,SX4,VDI,Jaipur,Diesel,Manual,Second,2011,82000,88.8,5.0,3.033490566037737
917,Hyundai,Elantra,1.6 SX,Mumbai,Diesel,Manual,First,2013,95000,126.2,5.0,5.731981132075474
918,Maruti,Alto,K10 LXI,Kochi,Petrol,Manual,First,2017,18090,67.1,5.0,4.1347169811320725
919,Maruti,Alto,LX,Pune,Petrol,Manual,Third,2004,70332,46.3,5.0,0.9607547169811322
920,Datsun,redi-GO,T Option,Jaipur,Petrol,Manual,First,2018,46000,53.64,5.0,3.5680188679245286
921,Ford,Ecosport,1.5 DV5 MT Titanium Optional,Kochi,Diesel,Manual,First,2015,63402,89.84,5.0,6.0844339622641535
922,Honda,City,i DTec SV,Kolkata,Diesel,Manual,First,2017,13000,98.6,5.0,6.896603773584905
923,Mercedes-Benz,New,C-Class C 250 CDI Elegance,Pune,Diesel,Automatic,First,2010,65505,204.0,5.0,9.657169811320756
924,Hyundai,Sonata,Embera 2.4L MT,Pune,Petrol,Manual,Third,2006,154000,165.0,5.0,10.888962264150944
925,Chevrolet,Spark,1.0 LS,Bangalore,Petrol,Manual,Second,2008,85142,62.0,5.0,1.5158490566037726
926,Volkswagen,Polo,1.2 MPI Highline,Jaipur,Petrol,Manual,First,2016,45000,74.0,5.0,5.118867924528306
927,Hyundai,i10,Sportz 1.2,Delhi,Petrol,Manual,First,2011,48000,78.9,5.0,3.128679245283019
929,Maruti,Alto,K10 VXI,Kochi,Petrol,Manual,First,2016,39549,67.1,5.0,3.605377358490565
930,Honda,CR-V,2.4 AT,Kochi,Petrol,Automatic,Second,2011,100922,152.0,5.0,6.666415094339622
931,Hyundai,Verna,1.6 VTVT EX AT,Chennai,Petrol,Automatic,First,2013,55000,121.4,5.0,5.587264150943396
932,Mercedes-Benz,New,C-Class C 250 CDI Elegance,Hyderabad,Diesel,Automatic,Second,2011,45000,204.0,5.0,10.612830188679245
933,Honda,Amaze,VX CVT i-VTEC,Jaipur,Petrol,Automatic,First,2017,145000,88.7,5.0,6.846603773584901
934,Mahindra,Xylo,E8,Kolkata,Diesel,Manual,First,2011,45000,112.0,8.0,5.945377358490567
935,Hyundai,Sonata,Transform 2.4 GDi AT,Bangalore,Petrol,Automatic,First,2012,44000,198.25,5.0,15.499056603773585
936,Hyundai,Creta,1.4 CRDi S Plus,Bangalore,Diesel,Manual,First,2015,48000,88.7,5.0,6.919905660377361
937,Toyota,Innova,2.5 G4 Diesel 7-seater,Kochi,Diesel,Manual,First,2011,64139,102.0,7.0,6.617358490566036
939,Maruti,Alto,800 CNG LXI,Kolkata,CNG,Manual,First,2013,14311,47.3,5.0,2.20254716981132
940,Hyundai,i20,Magna 1.2,Bangalore,Petrol,Manual,First,2016,20000,81.83,5.0,5.118584905660378
